Age,Gender,Height,Weight,BMI,BMI Category
45,Male,0.018090393620918636,96.30111546,29.42627467,Overweight
25,Male,0.016942856646264347,61.1046681,21.28634599,Normal
20,Male,0.016038458972819684,71.76672384,27.8995916,Overweight
33,Male,0.01568530923508836,82.98445557,33.72955245,Obese
29,Female,0.01917775976627247,85.64317443,23.28611341,Normal
60,Female,0.015236058523131847,80.59659152,34.71933604,Obese
18,Male,0.013367305539936772,61.81538551,34.59464132,Obese
42,Male,0.016877065776612656,62.80648911,22.05010343,Normal
49,Male,0.013274743166823795,54.53768847,30.94884687,Obese
41,Male,0.017665136582061047,97.43683277,31.22404465,Obese
41,Male,0.012616100900299975,54.14440184,34.01756731,Obese
35,Female,0.016783836995815978,97.36896072,34.56511678,Obese
54,Female,0.01563842330762867,84.42865874,34.52263692,Obese
41,Male,0.014404170509504646,60.02686967,28.9313826,Overweight
19,Male,0.015250262343661988,61.25935824,26.34012389,Overweight
54,Male,0.017279955237820492,86.46496723,28.9570926,Overweight
38,Female,0.016193370053145088,88.31452671,33.67888188,Obese
42,Male,0.018766057253423535,84.14403879,23.89336292,Normal
40,Female,0.014590181379269882,70.75616296,33.2386129,Obese
49,Male,0.02032089419283262,84.43614261,20.44761953,Normal
38,Male,0.018039102699207044,80.99303296,24.8895933,Normal
29,Male,0.015955886016364343,52.29681481,20.54155838,Normal
54,Female,0.015087216953907684,69.65255976,30.59981568,Obese
30,Male,0.012805014267632323,54.69985051,33.35999724,Obese
45,Female,0.01787065234312353,59.86013459,18.74376699,Normal
24,Male,0.015110912267004813,72.0983609,31.57504828,Obese
56,Male,0.020193283617013814,81.68863135,20.0330802,Normal
54,Male,0.02280819764500979,98.57062426,18.94809579,Normal
21,Male,0.019205209009246868,78.70795184,21.339318,Normal
55,Female,0.012987827159321253,49.31561328,29.23556137,Overweight
47,Male,0.01972129359179065,86.24767046,22.17566114,Normal
24,Male,0.01883419340683609,86.45526301,24.37234879,Normal
57,Female,0.017264518324036974,90.68068215,30.42326681,Obese
30,Female,0.01766345976988621,77.83226162,24.94641272,Overweight
52,Female,0.01723206239420314,78.03340967,26.27883251,Overweight
20,Male,0.01962782167459174,95.66982226,24.83308985,Normal
37,Male,0.012596022256290872,54.53063568,34.36954017,Obese
47,Female,0.018466599166641954,96.08917838,28.17738168,Overweight
28,Female,0.01914823960969174,79.82720402,21.77174362,Normal
57,Female,0.017529248900751693,99.0966335,32.25019059,Obese
41,Female,0.019192177451114324,100.8967673,27.39231586,Overweight
19,Male,0.019606173613844695,85.40862776,22.21856755,Normal
32,Female,0.01622917755251847,51.17641475,19.43018046,Normal
55,Male,0.013520444557426094,58.06911618,31.76605422,Obese
39,Female,0.01517430171037863,70.58058256,30.65263465,Obese
32,Female,0.01823893563986846,76.65819193,23.04409145,Normal
58,Male,0.016964771639717324,75.47957349,26.22608119,Overweight
40,Male,0.018218174717217664,66.54716531,20.05025199,Normal
48,Female,0.01788616507595133,82.55090155,25.8040189,Overweight
36,Male,0.017203157593421704,88.76687023,29.99401277,Obese
35,Male,0.0196696169187199,77.79195722,20.10679707,Normal
28,Male,0.015194830477521223,56.59718028,24.51337316,Normal
37,Male,0.019260166246161187,70.505351,19.00649414,Normal
25,Female,0.015573621507238162,81.53358944,33.61687435,Obese
51,Male,0.01544053189248408,81.76218279,34.29477546,Obese
28,Female,0.018539228036746676,72.56739655,21.1134036,Normal
27,Female,0.01740934623793168,90.70424116,29.92696454,Obese
52,Male,0.021355235074079885,92.2778923,20.23433582,Normal
49,Female,0.018239262101481402,75.98180486,22.83994622,Normal
48,Male,0.013568877819465688,62.78632646,34.1017927,Obese
40,Male,0.018206337195423708,61.49848031,18.55321683,Normal
47,Female,0.020369066970444844,79.84324315,19.24402432,Normal
40,Female,0.017173783940938214,83.15299584,28.19329989,Overweight
26,Male,0.014029395497697984,67.53030977,34.31000845,Obese
60,Female,0.01782333200127306,83.80386672,26.38069687,Overweight
20,Male,0.015888475659546625,78.45646952,31.07880384,Obese
52,Male,0.0190541291227448,78.62363525,21.65583392,Normal
50,Male,0.018489961662463618,74.92635505,21.91606524,Normal
36,Male,0.01908142746005978,81.75920467,22.45509707,Normal
40,Female,0.016184979156501647,62.46149413,23.8444923,Normal
51,Male,0.013706560806752931,53.78396297,28.62831618,Overweight
19,Female,0.01734504368316183,76.38530131,25.38978365,Overweight
32,Female,0.01869723990836447,95.95126884,27.447053,Overweight
58,Male,0.014458601725851204,52.15090762,24.9464804,Overweight
25,Male,0.02261924283828051,100.4104576,19.62559444,Normal
60,Male,0.016108472030740666,77.33768093,29.80454185,Overweight
42,Female,0.017147862749985986,81.78720798,27.81412391,Overweight
59,Female,0.016980354175896092,95.12661104,32.99199182,Obese
52,Female,0.01726804306066012,96.4680018,32.3516948,Obese
43,Female,0.022412045657313685,96.17884077,19.14769677,Normal
52,Male,0.013775182442375229,61.23949091,32.27281532,Obese
27,Male,0.016511161742284775,72.72992098,26.67828159,Overweight
56,Female,0.021527125205095157,102.2311965,22.06029777,Normal
33,Female,0.014101658676784423,62.93349247,31.64764776,Obese
57,Male,0.018467689168718552,64.29150459,18.85074319,Normal
25,Female,0.02025302951627135,88.75571394,21.63796084,Normal
55,Male,0.013462198436772956,61.68558378,34.0370336,Obese
18,Female,0.014143372601021156,57.37963507,28.68479934,Overweight
40,Male,0.01621178756305947,55.08886643,20.96051879,Normal
43,Female,0.017418745755111043,82.52777519,27.19984173,Overweight
28,Male,0.016355478463411146,65.07531403,24.3270678,Normal
57,Male,0.012254671065993024,50.02107892,33.30809063,Obese
36,Female,0.018432818952010606,83.79618992,24.6627078,Normal
35,Male,0.017648688304590286,68.8660001,22.10955455,Normal
35,Male,0.015880341142525883,59.19067336,23.4711098,Normal
40,Female,0.015720077287690804,71.09468662,28.76920033,Overweight
34,Female,0.020185083374066146,87.5055916,21.47705405,Normal
57,Female,0.017944822418612352,98.55154754,30.60448801,Obese
41,Male,0.016430938194172736,86.43440433,32.0156202,Obese
37,Male,0.0148284933192478,75.32676972,34.25747047,Obese
42,Male,0.016169148479277053,78.86926562,30.16709554,Obese
27,Male,0.015319128912289919,50.5837702,21.55475318,Normal
53,Female,0.014927439206440797,56.99475918,25.57786558,Overweight
56,Female,0.014271386763183926,67.57261021,33.17709401,Obese
38,Male,0.015746172119347025,60.79754678,24.52088084,Normal
22,Male,0.01305167097537068,55.71856453,32.70903152,Obese
28,Male,0.017111181951915105,80.84973657,27.61331775,Overweight
54,Male,0.021167735377587083,95.80545927,21.38166209,Normal
